QUEST_20150317_000001	請選擇使用者需要任務更新.
QUEST_20150317_000404	It's relieving to see the Holy District intact. {nl}This is all a blessing from 女神 Zemyna.
QUEST_20150317_000405	Get the Token of Training from the Training Manager. {nl}I'll let you join our troop if you can pass the training.
QUEST_20150317_000406	You should take responsibility for the troop's safety in the Training Camp. {nl}It'd be a bad idea to leave these excited young men without any supervision, right?
QUEST_20150317_000407	Uska 告訴我關於你的事. {nl}All the Revelators I've met so far were no better than the Kepas, though.
QUEST_20150317_000408	Help the herbalists before you get into training. {nl}I need to see if you have what it takes to protect my troops. Training will come after.
QUEST_20150317_000409	My father told me Klaipeda is also becoming a difficult place to live.
QUEST_20150317_000410	There are many people who want to buy things but it's not easy to get what they want. {nl}我們現在有足夠的糧食供應，但它不會持續很長時間。
QUEST_20150317_000411	聽說城裡的男人都是因為有怪物在回來的路上不能回來。 {nl}我們有食物，但它會很快耗盡…
QUEST_20150317_000412	如果這樣繼續下去，我們將如何生活？ {nl}全部的女神都去哪裡?
QUEST_20150317_000413	It's a good idea to sell the various items you get from killing monsters, {nl}but using them to craft new items isn't such a bad idea either.
QUEST_20150317_000414	Although we need to be self-sufficient, things like recipes are better bought from the merchants. {Nl}You need to know how to make it before you actually craft one yourself.
QUEST_20150317_000415	Be sure to kill any sparkling monsters you encounter. You might get some great items as trophies. {nl}And what about buying me some drinks for the good information I just gave you?
QUEST_20150317_000416	如果你有什麼問題, head over to the Pyromancer 導師's Laboratory. {nl}Thankfully, you can read a lot of books there for free.
QUEST_20150317_000417	{memo X}
QUEST_20150317_000418	Adventurer Varkis' Spirit
QUEST_20150317_000419	{memo X}
QUEST_20150317_000420	現在，我可以沒有任何遺憾離開. {nl}再見. 小心那個人…
QUEST_20150317_000421	{memo X}
QUEST_20150317_000422	Crumbled Chapel
QUEST_20150317_000423	This is where a small chapel was once located. {nl}A Statue of the 女神 Vakarine appears here once a day.
QUEST_20150317_000424	Stamina can be recovered by destroying Tree Root Crystals.{nl}They are an abnormality that began to appear after 聖樹之日. {nl}But rest assured, because the research results have shown it's perfectly safe.
QUEST_20150317_000425	So Degil sent you… Here… Here it is.
QUEST_20150317_000426	{memo X}
QUEST_20150317_000427	I'd have just stood there if not for your help. {nl}我的胳膊還是在痛… {nl}我明白這種情況是不正常的。
QUEST_20150317_000428	{memo X}
QUEST_20150317_000429	奇怪女神像
QUEST_20150317_000430	來吧，憤怒和怨恨的靈魂。
QUEST_20150317_000431	{memo X}
QUEST_20150317_000432	{memo X}
QUEST_20150317_000433	培訓經理 Alius
QUEST_20150317_000434	{memo X}
QUEST_20150317_000435	{memo X}
QUEST_20150317_000436	如果我再次見到了 sculptor, {nl}我會叫他用紫色和綠色羽毛裝飾它！
QUEST_20150317_000437	難道你不認為它會很好看? {nl}紫色和綠色… 呵呵.
QUEST_20150317_000438	The sculptor created us with the 女神 Revelation. {nl}We comfort the souls like he wants us to.
QUEST_20150317_000439	The souls are great. They're like fireflies or beetles. {nl}It's wonderful just watching it. Like where the sculptor is.
QUEST_20150317_000440	Sequoia 不能再被接受. {nl}All our owls will be destroyed if we don't do anything about it. {nl}Who then will lead all the souls?
QUEST_20150317_000441	I always watch the darkness of this holy forest: things like the hatred and greed of humans.
QUEST_20150317_000442	It's regrettable that we have to get rid of an old friend… {nl}But we can't just stand by and watch it do evil.
QUEST_20150317_000443	I almost got in trouble because of the Sequoia but I can't stop guiding the poor souls. {nl}When will this tragedy end?
QUEST_20150317_000444	I shall leave when the time comes. {nl}But until then, I will protect this place.
QUEST_20150317_000445	There's still so many more things to research…
QUEST_20150317_000446	其他人在哪? {nl}商人呢? {nl}士兵呢? {nl}老師在哪裡?
QUEST_20150317_000447	I've never seen a Sequoia go crazy like that. {nl}我們將全部銷毀。我們將化成灰塵！
QUEST_20150317_000448	Long ago, I befriended many humans. {nl}It's not a pleasant thing to meet your friends again as souls.
QUEST_20150317_000449	是不是很可愛？ {nl}I was nervous when I first saw it, but it approached and cuddled me. {nl}It's so cute. I'm going to take it home with me some day.
QUEST_20150317_000450	It's not easy working in the woods, but it's better than the dried and weathered valley. {nl}I heard the wind there is hot. I don't want to go there.
QUEST_20150317_000451	We always lack soldiers but, thankfully, not eager, young men.
QUEST_20150317_000452	Then what's the problem? {nl}We make soldiers, not coffins. {nl}You need strength to join the war but mere passion just leads to defeat.
QUEST_20150317_000453	女神也無所謂… {nl}我還有很多事情我想做… 但是我被怪物殺了… {nl}Many others have also died, their belongings scattered around the forest.
QUEST_20150317_000454	I don't have much memory of when I was alive. {nl}The monsters raided when the Owl Statue was about to guide me and then I was left alone. {nl}I hope there won't be other souls like me any more.
QUEST_20150317_000455	你是被選中的人. {nl}不要忘了. {nl}The Revelation is prepared for you. {nl}You need to get the Revelation and carry on the will of 女神.
QUEST_20150317_000456	May the blessings of 女神 be with you in your journey.
QUEST_20150317_000457	{memo X}
QUEST_20150317_000458	{memo X}
QUEST_20150317_000459	We are willing to accept additional requests but… {nl}If something like this happens without notice then… Phew…
QUEST_20150317_000460	Isn't Vacenin really nice? {nl}I really want to enlist in his unit but I can't find the right opportunity.
QUEST_20150317_000461	Well… It is better to meet people alive than dead, you know?
QUEST_20150317_000462	I was waiting for the Owl Statue to guide me. {nl}But I saw the monster swallowing the soul and hid. {nl}I was able to hide myself but you need to kill the monster to save the trapped souls.
QUEST_20150317_000463	I don't know about the other owls, but I still have hope. {nl}女神將不會放棄我們. {nl}Looking at the Revelations left in the world, I'm sure she has plans for us. {nl}Please gather the scattered Revelations.
QUEST_20150317_000464	Bramble's subordinates are still going wild. {nl}More people will die if this goes on. {nl}Please help the humans fighting against monsters.
QUEST_20150317_000465	{memo X}
QUEST_20150317_000466	{memo X}
QUEST_20150317_000467	{memo X}
QUEST_20150317_000468	我把它命名為 Spion. {nl}為什麼我把它命名這個… 嘛… 聽起來不是很酷？
QUEST_20150317_000469	That guy who's playing with a furry friend is Pitt, my long time friend. {nl}We've been friends since we were young and emotional. We really wanted to be heroes.
QUEST_20150317_000470	And while listening to stories about Vacenin, we just entered the army. {nl}But isn't it cool? One day, I will enter Vacenin's troops and be a hero.
QUEST_20150317_000471	Your abilities prove your competence. {nl}If you have something to say, do it with results!
QUEST_20150317_000472	Only the best soldiers are accepted to Vacenin's troops. {nl}It's important to prove that you are the best.
QUEST_20150317_000473	Oh… That's weird. I had it all here a while ago…
QUEST_20150317_000474	Half of the supplies are transferred from each town and the rest are old ones that are repaired or self-supported. {nl}You can't expect their spirits up high when the situation is like this.
QUEST_20150317_000475	I sell equipment to soldiers who lack supplies. {nl}Can't give them away, though. I have a family to feed…
QUEST_20150317_000476	I can't rest even for a little while because of the Vubbes.
QUEST_20150317_000477	You never know when monsters will appear in trails like these.
QUEST_20150317_000478	I've got some antidotes left. {nl}Take as many as you want.
QUEST_20150317_000479	Sorry I can't be of much help.
QUEST_20150317_000480	Antidote? {nl}當然，我有一些。
QUEST_20150317_000481	I used up what I had… {nl}But the people across may have some.
QUEST_20150317_000482	You came here without antidotes? {nl}Here, take this.
QUEST_20150317_000483	我跑了出去. {nl}Maybe others have some.
QUEST_20150317_000484	I have antidotes. {nl}I'll wish for Dezek's well being.
QUEST_20150317_000485	Dezek's lucky. {nl}Usually, they're just eaten.
QUEST_20150317_000486	You must be out of your mind going around the gorge without antidotes. {nl}Here, take this.
QUEST_20150317_000487	I used up all I had a few days ago. {nl}Maybe some other people have it.
QUEST_20150317_000488	It's a good day for Scorpio to show up. {nl}Damp and dark.
QUEST_20150317_000489	There are many scorpions here. {nl}I get chills on my neck whenever something cracks underfoot.
QUEST_20150317_000490	Be careful during rainy dusks like these. {nl}Scorpio tend to show up around these times.
QUEST_20150317_000491	Scorpio are venomous nowadays. {nl}你必須要小心。
QUEST_20150317_000492	又下雨了. {nl}The Scorpio must be moving around now.
QUEST_20150317_000493	{memo X}
QUEST_20150317_000494	{memo X}
QUEST_20150317_000495	{memo X}
QUEST_20150317_000496	What makes you walk towards the light in a place full of darkness?
QUEST_20150317_000497	The harder you try to find it, the stronger you become, but if you don't find it, you weaken. {nl}What is it?
QUEST_20150317_000498	Aide de Camp Selina
QUEST_20150317_000499	The number of days where we have to stay self-sufficient is growing. {nl}We sometimes joke about plowing a farm for ourselves, {nl}but nowadays we're actually considering it.
QUEST_20150317_000500	旁觀者
QUEST_20150317_000501	If it isn't you, the one who made me release 女神 Saule. {nl}Why are you putting your life on the line?
QUEST_20150317_000502	There's no need for all these troubles. {nl}You should follow the others' example and immerse yourself in peace, {nl}and pray that the 女神 will grant you your wishes.
QUEST_20150317_000503	I warned you, but you just wouldn't listen.
QUEST_20150317_000504	You shall pay the price for your choice.
QUEST_20150317_000505	我低估了你.
QUEST_20150317_000506	{memo X}
QUEST_20150317_000507	警告
QUEST_20150317_000508	被污染的. 不要使用!
QUEST_20150317_000509	This is the first Revelation I made.{nl}For you, it would be the third.
QUEST_20150317_000510	My strength will weaken every time I put a part of myself into a Revelation.{nl}More than a thousand years will have passed by the time this Revelation reaches you, {nl}and even my consciousness will have ceased to exist.
QUEST_20150317_000511	That is why I needed to find a guardian to protect the Revelation.{nl}Unfortunately, my sisters and I did not come to an agreement on my Revelation, {nl}and I was not able to leave the Revelation to most of them.
QUEST_20150317_000512	Only Saule supported my Revelation so I left her with this Revelation.{nl}And for a very long time, I went on a journey in search of a guardian.
QUEST_20150317_000513	When I thought about humans like you, a promising idea came up.{nl}The demons look down on humans so, {nl}they could not even imagine that I would leave the Revelation to you.
QUEST_20150317_000514	But most of all, I trusted humans.{nl}You must have seen it yourself by now.{nl}Despite going through disasters such as the Tree of Despair, {nl}humans don't lose hope easily.
QUEST_20150317_000515	The guardian of the next Revelation will be one who unites the kingdom. {nl}You can find my next Revelation in the deepest part of the Royal Mausoleum where he rests.
QUEST_20150317_000516	{memo X}
QUEST_20150317_000517	Trapped Soul of Soldier
QUEST_20150317_000518	請幫助.
QUEST_20150317_000519	帶我去見女神.
QUEST_20150317_000520	它是如此的痛苦
QUEST_20150317_000521	Seems to be asleep.
QUEST_20150317_000522	憤怒的貓頭鷹雕像
QUEST_20150317_000523	沒有回應.
QUEST_20150317_000524	Regretful Merchant's Soul
QUEST_20150317_000525	If you don't have money, you're no different from a dead man.
QUEST_20150317_000526	I should've listened to my wife. {nl}She said it's bad luck to be friends with scholars… {nl}I'm really going out of business!
QUEST_20150317_000527	I might make up for the loss if I retrieve the items…
QUEST_20150317_000528	睡覺中的貓頭鷹雕像
QUEST_20150317_000529	It seems to be in very deep sleep.
QUEST_20150317_000530	There is no response at all.
QUEST_20150317_000531	There is no movement at all.
QUEST_20150317_000532	The writing is no longer visible.
QUEST_20150317_000533	Have the right to get the royal secret message.
QUEST_20150317_000534	The letters are no longer visible.
QUEST_20150317_000535	{memo X}
QUEST_20150317_000536	{memo X}
QUEST_20150317_000537	{memo X}
QUEST_20150317_000538	{memo X}
QUEST_20150317_000539	{memo X}
QUEST_20150317_000540	{memo X}
QUEST_20150317_000541	Blaster Luina
QUEST_20150317_000542	The Hogmas are breaking in through an entrance they found. {nl}We were asked to destroy that entrance to block their invasions.
QUEST_20150317_000543	But after being attacked, I have no more bombs.
QUEST_20150317_000544	There are bombs good for one-time use in the box. {nl}Use it to destroy the barricade they made.
QUEST_20150317_000545	And get something from them that can be used as explosives.
QUEST_20150317_000546	市場經理
QUEST_20150317_000547	歡迎! {nl}You can buy great items for a cheap price if you browse carefully. {nl}Of course, it's also possible to spend a great sum on something that's supposed to be cheap…
QUEST_20150317_000548	建議卡
QUEST_20150317_000549	Roses that still have fragrance. {nl}Though they seem to have withered with time.
QUEST_20150317_000550	慈善老人
QUEST_20150317_000551	When I was a kid, I heard that the demons were sealed in the Crystal Mine. {nl}If that's true, then we're in trouble.
QUEST_20150317_000552	I'm not sure if the mine should be operating at a dangerous time like this. {nl}Even if mining is our livelihood, our lives are still more important.
QUEST_20150317_000553	I used to be a miner myself. {nl}I didn't see many monsters back then, but I heard it's very different nowadays.
QUEST_20150317_000554	They say there are many holy relics hidden in the 泰耐特 Church. {nl}Some of them are said to transport people to a place where no one can go… {nl}Amazing, isn't it?
