SKILL_20150317_000001	攻擊
SKILL_20150317_000369	[Panto] 魔法, Movement Buff, 魔法,
SKILL_20150317_000370	[Panto Warrior] 物理, 斬擊, 地屬性, 攻擊
SKILL_20150317_000371	[Ultanun] 物理 刺擊 毒屬性 攻擊
SKILL_20150317_000372	[Ultanun] 魔法 毒屬性 魔法
SKILL_20150317_000373	[Rubabos] 物理, 打擊, 冰屬性 攻擊
SKILL_20150317_000374	[Rubabos] 魔法, 魔法, 冰屬性 攻擊
SKILL_20150317_000375	[Elite Slime] 物理, 打擊, 地屬性, 攻擊
SKILL_20150317_000376	[Bushspider] 物理, 打擊, 無屬性, 攻擊
SKILL_20150317_000377	[Pokubu] 物理, 打擊, 地屬性, Head smash
SKILL_20150317_000378	[Mali] 1??物理, 打擊, 毒屬性,
SKILL_20150317_000379	[Mallardu] 物理, 打擊, 地屬性 攻擊
SKILL_20150317_000380	[Mallardu] 物理, 打擊, 地屬性 治療 wind
SKILL_20150317_000381	[Grummer] 物理, 打擊, 毒屬性, 攻擊
SKILL_20150317_000382	[Hummingbird] 物理, 刺擊, 毒屬性 攻擊
SKILL_20150317_000383	[Leafly] 物理, 斬擊, 雷屬性, 攻擊
SKILL_20150317_000384	[Desert Chupacabra] Buff, 魔法, Hide HP 恢復
SKILL_20150317_000385	[Desert Chupacabra] 物理, 打擊, 地屬性 攻擊
SKILL_20150317_000386	[Chromadog] 物理, 打擊, 火屬性 攻擊
SKILL_20150317_000387	[Seedmia] 物理, 打擊, 毒屬性, 攻擊
SKILL_20150317_000388	[Seedmia] 物理, 打擊, 毒屬性, 1 Range 攻擊
SKILL_20150317_000389	[Glock] 物理, 斬擊, 闇屬性 攻擊
SKILL_20150317_000390	[Glock] 魔法, 魔法, 闇屬性 攻擊
SKILL_20150317_000391	[Wupent] 物理, 斬擊, 冰屬性 攻擊 冰 Debuff
SKILL_20150317_000392	[Wupent] 物理, 斬擊, 冰屬性 攻擊
SKILL_20150317_000393	[Rodelin] 物理, 斬擊, 闇屬性 攻擊
SKILL_20150317_000394	[Rodelin] 物理, 斬擊, 闇屬性 Straight Range 攻擊
SKILL_20150317_000395	[Rodelin] 物理, 斬擊, 闇屬性 Round Target
SKILL_20150317_000396	[Glizardon] 物理, 斬擊, 闇屬性 攻擊 2次,
SKILL_20150317_000397	[Glizardon] 物理, 斬擊, 闇屬性 治療 Wind 攻擊 4次
SKILL_20150317_000398	[Glizardon] 物理, 斬擊, 闇屬性 Smash 攻擊
SKILL_20150317_000399	[Coliers] 物理, 打擊, 闇屬性 攻擊
SKILL_20150317_000400	[Red Loxodon] 物理, 打擊, 火屬性 攻擊
SKILL_20150317_000401	[Beeteros] 物理, 打擊, 毒屬性 攻擊
SKILL_20150317_000402	[Mentiwood] 物理, 斬擊, 雷屬性 攻擊
SKILL_20150317_000403	[Mentiwood] 物理, 斬擊, 雷屬性 Two-handed 攻擊
SKILL_20150317_000404	[Egnome] 魔法, 魔法, 雷屬性 攻擊 2次
SKILL_20150317_000405	[Egnome] 魔法, 魔法, 雷屬性 Fall 攻擊
SKILL_20150317_000406	[Beetow] 物理, 斬擊, 雷屬性 攻擊
SKILL_20150317_000407	[Beetow] 物理, 斬擊, 雷屬性
SKILL_20150317_000408	[Pawndel] 物理, 斬擊, 闇屬性 攻擊
SKILL_20150317_000409	[Pawndel] 物理, 斬擊, 闇屬性 攻擊 3次
SKILL_20150317_000410	[Carcashu] 物理, 打擊, 毒屬性 攻擊
SKILL_20150317_000411	[Carcashu] 物理, 打擊, 毒屬性 攻擊 4次
SKILL_20150317_000412	[Black Maize] 物理, 打擊, 毒屬性
SKILL_20150317_000413	[火nt] 物理, 地屬性, 打擊 攻擊
SKILL_20150317_000414	[火nt]
SKILL_20150317_000415	[Specter Monarch]
SKILL_20150317_000416	[Golem] Continuous 攻擊, Right
SKILL_20150317_000417	[Golem] Continuous 攻擊, Left
SKILL_20150317_000418	[Golem] Light Smash
SKILL_20150317_000419	[Golem] Smash
SKILL_20150317_000420	[Golem] Roar
SKILL_20150317_000421	[火nt] Use Transforce Buff
SKILL_20150317_000422	[Velwriggler] 物理, 斬擊, 毒屬性 攻擊
SKILL_20150317_000423	[Lichenclops] 物理, 斬擊, 毒屬性 攻擊
SKILL_20150317_000424	[Dumaro] 物理, 斬擊, 毒屬性 攻擊
SKILL_20150317_000425	[T冰n] 物理, 刺擊, 闇屬性 攻擊
SKILL_20150317_000426	[Tucen] 物理, 打擊, 毒屬性 攻擊
SKILL_20150317_000427	[Siaulamb Warrior] 物理, 斬擊, 毒屬性 攻擊
SKILL_20150317_000428	[Siaulamb Lagoon] 物理, 打擊, 毒屬性 攻擊
SKILL_20150317_000429	[Siaulamb Shaman] 物理, 打擊, 毒屬性 攻擊
SKILL_20150317_000430	[Minivern] 物理, 打擊, 冰屬性 攻擊
SKILL_20150317_000431	[Cronewt] 物理, 打擊, 毒屬性 攻擊
SKILL_20150317_000432	[Infrohoglan] 物理, 打擊, 毒屬性 攻擊
SKILL_20150317_000433	[Colistump] 物理, 打擊, 雷屬性 攻擊
SKILL_20150317_000434	[Lapasape] 物理, 斬擊, 毒屬性 攻擊
SKILL_20150317_000435	[Infroblud] 物理, 打擊, 毒屬性 攻擊
SKILL_20150317_000436	[Leaf Bug] 1 hit 物理, 地屬性, 打擊
SKILL_20150317_000437	[Hanaming] 1 hit物理, 地屬性, 打擊
SKILL_20150317_000438	[Crystal Spider] 1 hit 物理, 冰屬性, 刺擊
SKILL_20150317_000439	[Gray Jukopus] 1 hit 魔法, 冰屬性, 打擊
SKILL_20150317_000440	[Gray Pokubu]
SKILL_20150317_000441	[Red Vubbe Archer] Range, 刺擊, 火屬性 攻擊
SKILL_20150317_000442	[Red Fisherman] 1次 物理, 打擊, 火屬性
SKILL_20150317_000443	[Red Fisherman] 魔法, Buff, Aggressor Buff Skill
SKILL_20150317_000444	[Si變異] 物理, 地屬性, 打擊
SKILL_20150317_000445	[Duckey] 物理, 打擊, 火屬性 攻擊
SKILL_20150317_000446	[Yognome] 魔法, 魔法, 雷屬性 攻擊
SKILL_20150317_000447	[Pawnd] 物理, Range, 闇屬性 攻擊
SKILL_20150317_000448	[Pendinmire]
SKILL_20150317_000449	[Brown Zigri] 物理, 斬擊, 地屬性 攻擊
SKILL_20150317_000450	[Brown Zigri] 物理, 斬擊, 地屬性 攻擊 2次
SKILL_20150317_000451	[Black Zigri] 物理, 斬擊, 闇屬性 攻擊
SKILL_20150317_000452	[Black Zigri] 物理, 斬擊, 闇屬性 攻擊 2次
SKILL_20150317_000453	[Blin] 物理, 打擊, 闇屬性 攻擊
SKILL_20150317_000454	[Zinutekas] 物理, 刺擊, 地屬性 攻擊
SKILL_20150317_000455	[Zinutekas] 物理, 刺擊, 地屬性 攻擊 2次
SKILL_20150317_000456	[Red Griba] 物理, 打擊, 火屬性 攻擊
SKILL_20150317_000457	[Red Griba] 物理, 打擊, 火屬性 攻擊 2次
SKILL_20150317_000458	[Red Old Kepa] 物理, 打擊, 火屬性 攻擊
SKILL_20150317_000459	[Black Rafflesia] Range, 魔法, 闇屬性 Range Shoot
SKILL_20150317_000460	[Black Rafflesia] 物理, 魔法, 闇屬性 攻擊
SKILL_20150317_000461	[Red Infrorocktor] 物理, 打擊, 火屬性 攻擊
SKILL_20150317_000462	[Red Infrorocktor] 魔法, Incerase Block Buff
SKILL_20150317_000463	[Green Ellom] 物理, 打擊, 毒屬性 攻擊
SKILL_20150317_000464	[Pokuborn] 物理, 刺擊, 毒屬性 攻擊
SKILL_20150317_000465	[Pokuborn] 物理, 刺擊, 雷屬性 攻擊
SKILL_20150317_000466	[Vubbe Chaser] 物理, 刺擊, 闇屬性 攻擊 2次
SKILL_20150317_000467	[Vubbe Chaser] 物理, 刺擊, 闇屬性, 5??攻擊
SKILL_20150317_000468	[Shaman Doll] 物理, 刺擊, 闇屬性 攻擊
SKILL_20150317_000469	[Green Drake] 物理, 打擊, 毒屬性 攻擊
SKILL_20150317_000470	[Green Drake] 魔法, 魔法, 毒屬性 攻擊
SKILL_20150317_000471	[Black Drake] 物理, 打擊, 闇屬性 攻擊
SKILL_20150317_000472	[Black Drake] 魔法, 魔法, 闇屬性 攻擊
SKILL_20150317_000473	[Vubbe Warrior] 物理, 斬擊, 闇屬性 攻擊
SKILL_20150317_000474	[Blue Puragi] 物理, 打擊, 冰屬性 攻擊
SKILL_20150317_000475	[Red Vubbe Thief] 物理, 刺擊, 火屬性 攻擊 1次
SKILL_20150317_000476	[Black Big Gribaru] 物理, 打擊, 闇屬性 攻擊
SKILL_20150317_000477	[Black Big Gribaru] 魔法, 魔法, 闇屬性 攻擊
SKILL_20150317_000478	[Black Desmodus] 物理, 刺擊, 闇屬性 攻擊
SKILL_20150317_000479	[Rubblem] 物理, 打擊, 地屬性 攻擊
SKILL_20150317_000480	[Matsum] 魔法, 打擊, 火屬性. 火 ball Summon
SKILL_20150317_000481	[Pawndel] 物理, 斬擊, 闇屬性 攻擊 2次
SKILL_20150317_000482	[Dionia] 物理 無屬性 打擊
SKILL_20150317_000483	[Dionia] 魔法 毒屬性 打擊
SKILL_20150317_000484	[Bearkaras] 物理 地屬性 打擊
SKILL_20150317_000485	[Bearkaras] 物理 地屬性 斬擊
SKILL_20150317_000486	[Abomination] 物理 無屬性 打擊
SKILL_20150317_000487	[Abomination] 魔法 無屬性 魔法
SKILL_20150317_000488	[Dazzled Specter] 物理 闇屬性 魔法
SKILL_20150317_000489	[Rikaus] 物理 無屬性 打擊
SKILL_20150317_000490	[Rikaus] 物理 闇屬性 打擊
SKILL_20150317_000491	[Bramble] 物理 無屬性 打擊
SKILL_20150317_000492	[Bramble] 物理 無屬性 刺擊
SKILL_20150317_000493	[Molich] 物理 闇屬性 打擊
SKILL_20150317_000494	[Molich] 魔法 闇屬性 魔法
SKILL_20150317_000495	[Sequoia] 物理 無屬性 打擊
SKILL_20150317_000496	[Sequoia] 物理 火屬性 打擊
SKILL_20150317_000497	[Sequoia] 魔法 火屬性 魔法
SKILL_20150317_000498	[Rikaus] 魔法 闇屬性 魔法
SKILL_20150317_000499	[Sparnasman] 物理 無屬性 打擊
SKILL_20150317_000500	[Sparnasman] 物理 無屬性 魔法
SKILL_20150317_000501	[Tomb Maiden] 魔法 無屬性 魔法
SKILL_20150317_000502	[Tomb Maiden] 物理 無屬性 打擊
SKILL_20150317_000503	[Kubas] 物理 無屬性 魔法
SKILL_20150317_000504	[Kubas] 物理 雷屬性 魔法
SKILL_20150317_000505	[Kubas] 物理 冰屬性 魔法
SKILL_20150317_000506	[Kubas] 物理 火屬性 魔法
SKILL_20150317_000507	[Grinender] 物理 火屬性 打擊
SKILL_20150317_000508	[Grinender] 物理 火屬性 刺擊
SKILL_20150317_000509	[Grinender] 物理 火屬性 魔法
SKILL_20150317_000510	[Grinender] 魔法 火屬性 魔法
SKILL_20150317_000511	[Pyroego] 物理 火屬性 打擊
SKILL_20150317_000512	[Pyroego] 魔法 火屬性 魔法
SKILL_20150317_000513	[Lithorex] 魔法 毒屬性 魔法
SKILL_20150317_000514	[Lithorex] 魔法 無屬性 魔法
SKILL_20150317_000515	[Molich] 物理 無屬性 打擊
SKILL_20150317_000516	[Link Roller] 魔法 雷屬性 魔法
SKILL_20150317_000517	[Deadborn] 物理 闇屬性 打擊
SKILL_20150317_000518	[Deadborn] 物理 闇屬性 斬擊
SKILL_20150317_000519	[Salamander] 物理 火屬性 打擊
SKILL_20150317_000520	[Salamander] 物理 火屬性 刺擊
SKILL_20150317_000521	[Kepachieftain] 物理 無屬性 打擊
SKILL_20150317_000522	[Kepachieftain] 魔法 無屬性 打擊
SKILL_20150317_000523	[Golem] 物理 地屬性 打擊
SKILL_20150317_000524	[Dazzled Specter] 魔法 闇屬性 打擊
SKILL_20150317_000525	[Specter Monarch] 魔法 闇屬性 魔法
SKILL_20150317_000526	[Mirtis] 物理 闇屬性 斬擊
SKILL_20150317_000527	[Mirtis] 物理 闇屬性 魔法
SKILL_20150317_000528	[Mirtis] 魔法 闇屬性 魔法
SKILL_20150317_000529	[Mirtis] 魔法 闇屬性 斬擊
SKILL_20150317_000530	[Saltistter] 物理 冰屬性 打擊
SKILL_20150317_000531	[Saltistter] 物理 冰屬性 魔法
SKILL_20150317_000532	[Woodspirit] 物理 無屬性 打擊
SKILL_20150317_000533	[Woodspirit] 物理 無屬性 魔法
SKILL_20150317_000534	[Woodspirit] 魔法 無屬性 魔法
SKILL_20150317_000535	[Stone_Whale] 魔法 地屬性 魔法
SKILL_20150317_000536	[Ginklas] 物理 火屬性 打擊
SKILL_20150317_000537	[Yonazolem] 物理 無屬性 打擊
SKILL_20150317_000538	[Yonazolem] 魔法 無屬性 打擊
SKILL_20150317_000539	[Tutu] 物理 毒屬性 打擊
SKILL_20150317_000540	[Tutu] 魔法 毒屬性 魔法
SKILL_20150317_000541	[Biteregina] 物理 無屬性 刺擊
SKILL_20150317_000542	[Biteregina] 物理 毒屬性 斬擊
SKILL_20150317_000543	[Biteregina] 物理 毒屬性 魔法
SKILL_20150317_000544	[Master Genie] 物理 無屬性 打擊
SKILL_20150317_000545	[Master Genie] 魔法 冰屬性 魔法
SKILL_20150317_000546	[Iltiswort] 物理 無屬性 打擊
SKILL_20150317_000547	[Iltiswort] 物理 毒屬性 魔法
SKILL_20150317_000548	[Lepus] 物理 無屬性 斬擊
SKILL_20150317_000549	[Mushcaria] 物理 毒屬性 魔法
SKILL_20150317_000550	[Mushcaria] 物理 毒屬性 打擊
SKILL_20150317_000551	[Ellaganos] 物理 無屬性 打擊
SKILL_20150317_000552	[Dionia] 魔法 無屬性 魔法
SKILL_20150317_000553	[Stone_Whale] 物理 地屬性 打擊
SKILL_20150317_000554	[Stone_Whale] 物理 地屬性 刺擊
SKILL_20150317_000555	[Ginklas] 物理 火屬性 魔法
SKILL_20150317_000556	[Lepus] 魔法 無屬性 打擊
SKILL_20150317_000557	[Giantredwood] 魔法 火屬性 刺擊
SKILL_20150317_000558	[Bebraspion] 物理 無屬性 打擊
SKILL_20150317_000559	[Bebraspion] 物理 雷屬性 打擊
SKILL_20150317_000560	[Sparnas] 物理 無屬性 打擊
SKILL_20150317_000561	[Sparnas] 物理 無屬性 刺擊
SKILL_20150317_000562	[Sparnas] 物理 雷屬性 魔法
SKILL_20150317_000563	[Rajatoad] 魔法 無屬性 魔法
SKILL_20150317_000564	[Rajatoad] 物理 冰屬性 打擊
SKILL_20150317_000565	[Chafer] 物理 毒屬性 斬擊
SKILL_20150317_000566	[Chafer] 物理 毒屬性 刺擊
SKILL_20150317_000567	[Chafer] 物理 毒屬性 魔法
SKILL_20150317_000568	[Throneweaver] 物理 毒屬性 魔法
SKILL_20150317_000569	[Throneweaver] 物理 毒屬性 打擊
SKILL_20150317_000570	[Throneweaver] 魔法 毒屬性 魔法
SKILL_20150317_000571	[Mineloader] 物理 雷屬性 打擊
SKILL_20150317_000572	[Shadowgaoler] 物理 闇屬性 斬擊
SKILL_20150317_000573	[Shadowgaoler] 魔法 闇屬性 魔法
SKILL_20150317_000574	[Shadowgaoler] 物理 闇屬性 魔法
SKILL_20150317_000575	[Giantredwood] 物理 無屬性 打擊
SKILL_20150317_000576	[Giantredwood] 物理 火屬性 打擊
SKILL_20150317_000577	[Rexipher] 物理 闇屬性 打擊
SKILL_20150317_000578	[Rocktortuga] 物理 地屬性 打擊
SKILL_20150317_000579	[Luropus] 物理 無屬性 刺擊
SKILL_20150317_000580	[Necroventer] 魔法 闇屬性 打擊
SKILL_20150317_000581	[Necroventer] 魔法 闇屬性 魔法
SKILL_20150317_000582	[Helgasercle] 魔法 闇屬性 斬擊
SKILL_20150317_000583	[Helgasercle] 物理 闇屬性 斬擊
SKILL_20150317_000584	[Helgasercle] 魔法 闇屬性 魔法
SKILL_20150317_000585	[Luropus] 物理 無屬性 打擊
SKILL_20150317_000586	[Luropus] 魔法 無屬性 魔法
SKILL_20150317_000587	[King Liverwort] 物理 毒屬性 打擊
SKILL_20150317_000588	[Archon] 物理 火屬性 打擊
SKILL_20150317_000589	[Yekub] 物理 闇屬性 打擊
SKILL_20150317_000590	[Yekub] 魔法 闇屬性 打擊
SKILL_20150317_000591	[Yekub] 魔法 無屬性 魔法
SKILL_20150317_000592	[Carapace] 物理 冰屬性 打擊
SKILL_20150317_000593	[Carapace] 物理 冰屬性 斬擊
SKILL_20150317_000594	[Werewolf] 物理 無屬性 斬擊
SKILL_20150317_000595	[Werewolf] 物理 無屬性 打擊
SKILL_20150317_000596	[Werewolf] 物理 闇屬性 魔法
SKILL_20150317_000597	[Werewolf] 物理 闇屬性 斬擊
SKILL_20150317_000598	[Archon] 魔法 無屬性 魔法
SKILL_20150317_000599	[Ellaganos] 物理 無屬性 刺擊
SKILL_20150317_000600	[Ellaganos] 物理 闇屬性 魔法
SKILL_20150317_000601	[Cyclops] 物理 闇屬性 打擊
SKILL_20150317_000602	[Cyclops] 魔法 闇屬性 魔法
SKILL_20150317_000603	[Rajapearl] 物理 無屬性 斬擊
SKILL_20150317_000604	[Rajapearl] 物理 冰屬性 魔法
SKILL_20150317_000605	[Honeypin] 物理 毒屬性 打擊
SKILL_20150317_000606	[Honeypin] 物理 毒屬性 魔法
SKILL_20150317_000607	[Kepachieftain] 魔法 無屬性 魔法
SKILL_20150317_000608	[Netherbovine] 物理 闇屬性 刺擊
SKILL_20150317_000609	[Netherbovine] 物理 闇屬性 魔法
SKILL_20150317_000610	[Netherbovine] 物理 闇屬性 打擊
SKILL_20150317_000611	[Achat] 物理 無屬性 打擊
SKILL_20150317_000612	[Rytaswort] 物理 毒屬性 打擊
SKILL_20150317_000613	[Rytaswort] 物理 毒屬性 魔法
SKILL_20150317_000614	[Rytaswort] 魔法 毒屬性 魔法
SKILL_20150317_000615	[Rytaswort] 魔法 無屬性 魔法
SKILL_20150317_000616	[Lepus] 物理 無屬性 打擊
SKILL_20150317_000617	[Rexipher] 魔法 闇屬性 魔法
SKILL_20150317_000618	[Corrupted] 魔法 闇屬性 魔法
SKILL_20150317_000619	[Corrupted] 魔法 闇屬性 打擊
SKILL_20150317_000620	[Mushcaria] 魔法 毒屬性 魔法
SKILL_20150317_000621	[Rocktortuga] 魔法 地屬性 魔法
SKILL_20150317_000622	[Chafer] 魔法 毒屬性 魔法
SKILL_20150317_000623	[Vubbe Fighter] 物理 地屬性 斬擊
SKILL_20150317_000624	[Vubbe Fighter] 物理 地屬性 打擊
SKILL_20150317_000625	[Dazzled Specter] 魔法 闇屬性 魔法
SKILL_20150317_000626	[Mushwort] 物理 無屬性 打擊
SKILL_20150317_000627	[Mushwort] 物理 無屬性 魔法
SKILL_20150317_000628	[Mushwort] 魔法 無屬性 魔法
SKILL_20150317_000629	[Mushwort] 魔法 毒屬性 魔法
SKILL_20150317_000630	[Naktis] 魔法 無屬性 打擊
SKILL_20150317_000631	[Drapeliun] 物理 無屬性 刺擊
SKILL_20150317_000632	[Drapeliun] 物理 無屬性 魔法
SKILL_20150317_000633	[Drapeliun] 魔法 闇屬性 魔法
SKILL_20150317_000634	[Sparnas Horn] 物理 無屬性 打擊
SKILL_20150317_000635	[Sparnas Horn] 物理 無屬性 刺擊
SKILL_20150317_000636	[Sparnas Horn] 物理 雷屬性 魔法
SKILL_20150317_000637	[Magburk] 物理 火屬性 打擊
SKILL_20150317_000638	[Gaigalas] 物理 無屬性 打擊
SKILL_20150317_000639	[Gaigalas] 物理 火屬性 魔法
SKILL_20150317_000640	[Ironbaum] 物理 無屬性 打擊
SKILL_20150317_000641	[Ironbaum] 物理 火屬性 打擊
SKILL_20150317_000642	[Ironbaum] 物理 火屬性 魔法
SKILL_20150317_000643	[Ironbaum] 魔法 無屬性 魔法
SKILL_20150317_000644	[Carnivore] 物理 毒屬性 打擊
SKILL_20150317_000645	[Carnivore] 物理 毒屬性 魔法
SKILL_20150317_000646	[Carnivore] 物理 毒屬性 刺擊
SKILL_20150317_000647	[Carnivore] 魔法 毒屬性 魔法
SKILL_20150317_000648	[Mineloader] 物理 雷屬性 魔法
SKILL_20150317_000649	[Cactusvel] 物理 毒屬性 打擊
SKILL_20150317_000650	[Cactusvel] 物理 無屬性 打擊
SKILL_20150317_000651	[Cactusvel] 物理 無屬性 魔法
SKILL_20150317_000652	[Tomblord] 物理 無屬性 魔法
SKILL_20150317_000653	[Ravinepede] 物理 毒屬性 打擊
SKILL_20150317_000654	[Ravinepede] 魔法 無屬性 魔法
SKILL_20150317_000655	[Kirmelich] 物理 無屬性 打擊
SKILL_20150317_000656	[Kirmelich] 物理 無屬性 刺擊
SKILL_20150317_000657	[Naktis] 魔法 無屬性 魔法
SKILL_20150317_000658	[Devilglove] 物理 無屬性 打擊
SKILL_20150317_000659	[Devilglove] 魔法 無屬性 打擊
SKILL_20150317_000660	[Kelberos] 物理 無屬性 打擊
SKILL_20150317_000661	[Kelberos] 物理 無屬性 魔法
SKILL_20150317_000662	[Minotaurs] 物理 火屬性 打擊
SKILL_20150317_000663	[Minotaurs] 魔法 火屬性 魔法
SKILL_20150317_000664	[Minotaurs] 物理 火屬性 魔法
SKILL_20150317_000665	[Chapparition] 物理 闇屬性 斬擊
SKILL_20150317_000666	[Chapparition] 魔法 闇屬性 魔法
SKILL_20150317_000667	[Scorpio] 物理 無屬性 斬擊
SKILL_20150317_000668	[Scorpio] 物理 無屬性 刺擊
SKILL_20150317_000669	[Moa] 物理 無屬性 刺擊
SKILL_20150317_000670	[Moa] 物理 無屬性 打擊
SKILL_20150317_000671	[Moa] 物理 無屬性 斬擊
SKILL_20150317_000672	[Scorpio] 物理 毒屬性 魔法
SKILL_20150317_000673	[Bramble] 魔法 無屬性 魔法
SKILL_20150317_000674	[Bramble] 魔法 闇屬性 魔法
SKILL_20150317_000675	[Glass_Mole] 物理 無屬性 打擊
SKILL_20150317_000676	[Glass_Mole] 物理 無屬性 刺擊
SKILL_20150317_000677	[Denoptic] 魔法 無屬性 魔法
SKILL_20150317_000678	[Denoptic] 魔法 無屬性 打擊
SKILL_20150317_000679	[Deathweaver] 物理 無屬性 魔法
SKILL_20150317_000680	[Deathweaver] 魔法 無屬性 魔法
SKILL_20150317_000681	[Deathweaver] 物理 無屬性 刺擊
SKILL_20150317_000682	[Templeshooter] 物理 無屬性 刺擊
SKILL_20150317_000683	[Templeshooter] 魔法 無屬性 魔法
SKILL_20150317_000684	[Unknocker] 物理 闇屬性 打擊
SKILL_20150317_000685	[Unknocker] 物理 闇屬性 魔法
SKILL_20150317_000686	[Unknocker] 魔法 闇屬性 打擊
SKILL_20150317_000687	[Gorgon] 物理 無屬性 打擊
SKILL_20150317_000688	[Gorgon] 物理 闇屬性 打擊
SKILL_20150317_000689	[Gorgon] 魔法 闇屬性 魔法
SKILL_20150317_000690	[Mummyghast] 物理 闇屬性 打擊
SKILL_20150317_000691	[Mummyghast] 物理 闇屬性 刺擊
SKILL_20150317_000692	[Mummyghast] 魔法 闇屬性 魔法
SKILL_20150317_000693	[Hydra] 物理 冰屬性 魔法
SKILL_20150317_000694	[Hydra] 魔法 冰屬性 魔法
SKILL_20150317_000695	[Hydra] 物理 無屬性 刺擊
SKILL_20150317_000696	[Hydra] 物理 無屬性 斬擊
SKILL_20150317_000697	[Tomblord] 魔法 無屬性 魔法
SKILL_20150317_000698	[Rocktortuga_TEST] 物理 無屬性 打擊
SKILL_20150317_000699	[Clymen] 物理 毒屬性 打擊
SKILL_20150317_000700	[Reaverpede] 物理 無屬性 打擊
SKILL_20150317_000701	[Colimencia] 物理 無屬性 打擊
SKILL_20150317_000702	[Clymen] 物理 毒屬性 魔法
SKILL_20150317_000703	[Colimencia] 物理 無屬性 魔法
SKILL_20150317_000704	[Colimencia] 魔法 無屬性 魔法
SKILL_20150317_000705	[Jack-o-Lantern] 物理 無屬性 打擊
SKILL_20150317_000706	[Jack-o-Lantern] 物理 火屬性 打擊
SKILL_20150317_000707	[Mothstem] 物理 雷屬性 刺擊
SKILL_20150317_000708	[Mothstem] 物理 雷屬性 魔法
SKILL_20150317_000709	[Gauge Golem] 物理 無屬性 傷害
