
QUEST_LV_0100_20150317_000001	哨兵
QUEST_LV_0100_20150317_000269	如果你沿著路往北方走， 你會發現正在探查的 斥侯.{nl}祝你好運。
QUEST_LV_0100_20150317_000270	雷默納斯
QUEST_LV_0100_20150317_000271	你有沒有向這尊雕像祈禱？{nl}如果沒有， 我真的推薦。
QUEST_LV_0100_20150317_000272	那取決於哪一個女神。{nl}如果你沿著路向右走你會發現女神澤米娜的雕像
QUEST_LV_0100_20150317_000273	我擔心怪物會傷害女神的雕像。
QUEST_LV_0100_20150317_000274	很高興聽說雕像是完好的。{nl}魔物也都知道害怕女神。{nl}
QUEST_LV_0100_20150317_000275	往下走，沿著 樹影路 你很快就會到達 克萊佩達。{nl}那麼， 願女神的祝福與你同在。
QUEST_LV_0100_20150317_000276	如果你去克萊佩達，請幫我一個忙。{nl}因為 Infro Rocktors 的存在，如今前往格拉佩達的路變的很艱難。
QUEST_LV_0100_20150317_000277	也許照顧好雕像 女神會早一點回來...
QUEST_LV_0100_20150317_000278	在營地岔口往左走{nl}{-scp SCR_DIALOG_NPC_ANIM(
QUEST_LV_0100_20150317_000279	)} 你馬上會遇到部隊。
QUEST_LV_0100_20150317_000280	)} 好吧， 幹的不錯.{nl}你順著樹影路走，不久就能到 克萊佩達 了。{nl}別忘了去 烏斯加 那。
QUEST_LV_0100_20150317_000281	戰鬥指揮官
QUEST_LV_0100_20150317_000282	我會讓我的人去通知部隊集合{nl}你可以先回到 提圖斯 處 讓他知道。
QUEST_LV_0100_20150317_000283	這沒什麼困難的.{nl}如果你不想做， 我會讓你去克萊佩達的。
QUEST_LV_0100_20150317_000284	探查中的斥侯
QUEST_LV_0100_20150317_000285	這是一個問題。{nl}我都不知道凱帕能長那麼大。
QUEST_LV_0100_20150317_000286	啟示者不是應該去 克萊佩達 為什麼會在這？
QUEST_LV_0100_20150317_000287	I feel so relieved to be stationed in the Western Woods.{nl}There are some places where you'd rather die than to be stationed.
QUEST_LV_0100_20150317_000288	When you see a Statue of Goddess， try offering your worship.{nl}Surely something nice will happen.
QUEST_LV_0100_20150317_000289	這是一個危險的區域。你在這裡幹什麼？
QUEST_LV_0100_20150317_000290	謝謝你的幫助。{nl}這裡出現了大型凱帕... 我必須向 提圖斯 報告。
QUEST_LV_0100_20150317_000291	Weird... That is not a type of monster you'd face in a place like this.{nl}It must be hard to just walk around.
QUEST_LV_0100_20150317_000292	Assemble already?{nl}That's tough. There's still a pile of missions.
QUEST_LV_0100_20150317_000293	먼저 주변의 하나밍을 처치해 주십시오.{nl}겸사겸사 하나밍의 꽃잎도 모아 주시고요.
QUEST_LV_0100_20150317_000294	即使女神來了，我也不會去，直到任務完成。
QUEST_LV_0100_20150317_000295	Yes. This should be enough.{nl}This is a pill that will restore your stamina instantly. I have enough of it so I will give you this as a gift.{nl}
QUEST_LV_0100_20150317_000296	Stamina is consumed when you move.{nl}You can recover stamina by destroying a Tree Root Crystal or by resting.{nl}But you don't have time for that when you are being chased by monsters.{nl}That's when this pill comes in handy.
QUEST_LV_0100_20150317_000297	I heard the news from my men and was starting to become worried.{nl}All is well if it ended up good.
QUEST_LV_0100_20150317_000298	克萊佩達 居民
QUEST_LV_0100_20150317_000299	)} {nl}When do you think the Goddess is coming back?{nl}Even if I ask the Revelators， all they say is that they must go to 克萊佩達...
QUEST_LV_0100_20150317_000300	你是啟示者？{nl}那些士兵在說{nl}你說女神出現在你的夢裡。
QUEST_LV_0100_20150317_000301	Trooper
QUEST_LV_0100_20150317_000302	I wonder what the Goddess is doing...
QUEST_LV_0100_20150317_000303	感謝你來到這。{nl} 我是 騎士指揮官 烏斯加 希奧利艾 和 克萊佩達 現在由我掌管。{nl}
QUEST_LV_0100_20150317_000304	The bishop also dreamed of revelation.{nl}He said to send the Revelator to the 水晶礦山.{nl}
QUEST_LV_0100_20150317_000305	Let me know when you are ready to go to the 水晶礦山.{nl}I'll tell you the location and how to get in.
QUEST_LV_0100_20150317_000306	The Bishop told us to send the Revelator to 水晶礦山.{nl}He said the Goddess told him to do so.{nl}
QUEST_LV_0100_20150317_000307	但是 礦工小鎮 正在與 瓦布 發生鬥爭，只有經過授權的人才允許進入。{nl}阿拉斯是東部樹林的主管之一，試著和他交談。
QUEST_LV_0100_20150317_000308	Monsters have been around for a long time， but they only started becoming violent four years ago.{nl}The ones that were affected the most would be the plant types. They did not exist before.{nl}
QUEST_LV_0100_20150317_000309	Of course， beasts were no exception.{nl}When the monster that seemed like it was fused with a demon appeared， I thought it was all over.
QUEST_LV_0100_20150317_000310	騎士 阿拉斯
QUEST_LV_0100_20150317_000311	你受傷了嗎？{nl}感謝你打敗了 波達 不過你也太魯莽了。
QUEST_LV_0100_20150317_000312	你想進入水晶礦山？{nl}礦工小鎮 現在正在和 瓦布 作鬥爭， 非常危險。{nl}所以我不能批准。
QUEST_LV_0100_20150317_000313	我們的軍隊是沒有條件去保護你。{nl}對不起，你得回去。
QUEST_LV_0100_20150317_000314	如果你不能除掉 波酷巴， 你得放棄進入礦工小鎮。
QUEST_LV_0100_20150317_000315	謝謝你。{nl}不要擔心，我會遵守我的諾言。
QUEST_LV_0100_20150317_000316	哨所的哨兵
QUEST_LV_0100_20150317_000317	광산마을도 걱정이지만 계속되는 전투로 쉬질 못하고 있습니다.{nl}저 츄파카브라를 어느 정도 처치해 주신다면 저희도 한결 나아질텐데요.
QUEST_LV_0100_20150317_000318	除了 卓柏卡布拉 還有其他魔物出沒。{nl}礦工小鎮是個問題。但有太多的事情要注意。
QUEST_LV_0100_20150317_000319	Thank you.{nl}It really helps lift our spirits.
QUEST_LV_0100_20150317_000320	With your abilities， I have one more favor to ask.{nl}Can you help us drive out the 卓柏卡布拉 in the supply camp too?
QUEST_LV_0100_20150317_000321	The Miners' Village is a problem but out situation here is not so good either. {nl}We have to prepare some measures before the number of monsters increase even more.
QUEST_LV_0100_20150317_000322	Are you done already?{nl}Never seen anyone as fast as you before.
QUEST_LV_0100_20150317_000323	I'm on a mission to find out why the number of monsters in the East woods suddenly increased.{nl}Also， I act as the intermediary in supplying the Miners' Village.{nl}
QUEST_LV_0100_20150317_000324	There are other knights out in Miners' Village but...{nl}To be honest， the battle is taking longer than expected. It would have ended sooner if Sir 阿拉斯 was there.
QUEST_LV_0100_20150317_000325	Since you're going to help， please get rid of the Giant Gray 卓柏卡布拉 too.{nl}They are the culprits stealing our supplies.
QUEST_LV_0100_20150317_000326	Giant Gray 卓柏卡布拉 appear when you kill normal 卓柏卡布拉.{nl}Well then， thanks for your help.
QUEST_LV_0100_20150317_000327	謝謝你。{nl}現在我們終於可以輕鬆的工作。
QUEST_LV_0100_20150317_000328	Finding the cause of the monsters is important，{nl}but I'm more worried about supplies not making it to the Miners' Village.
QUEST_LV_0100_20150317_000329	在河的下游地區蜘蛛行動看起來有點可疑。{nl}好像他們試圖干預 礦工小鎮 的供給。
QUEST_LV_0100_20150317_000330	我們可能必須放棄目前的補給來支持自己，直到下一批物資到達。
QUEST_LV_0100_20150317_000331	謝謝你。{nl}你這樣幫助我們，我們是不會被打敗的。
QUEST_LV_0100_20150317_000332	The next mission is to find the cause of the increasing number of monsters.{nl}Popolions have a big appetite so I hope we can find a clue.
QUEST_LV_0100_20150317_000333	Miners' Village is already in trouble and if the East Woods is in this situation， {nl}we can't assure the safety of 克萊佩達.{nl}We can just hope that 克萊佩達 is doing well.
QUEST_LV_0100_20150317_000334	行動事務員
QUEST_LV_0100_20150317_000335	Were you sent by 阿拉斯?{nl}It's a piece of 瓦布 clothing. Hmm... Is that so...
QUEST_LV_0100_20150317_000336	I think the 瓦布 of the Miners' Village have made their way into the woods.{nl}Maybe that's the reason behind the sudden increase in monsters too.{nl}
QUEST_LV_0100_20150317_000337	I better ask Sir 阿拉斯 to search for 瓦布 in other areas too.{nl}In the meantime， please take a look at the upper side.
QUEST_LV_0100_20150317_000338	We haven't searched the upper side yet.{nl}Of course， we should be sending troops but I ask for your help as this is an urgent matter.
QUEST_LV_0100_20150317_000339	You saw the 瓦布戰士 but missed it?{nl}We also got a report that the 瓦布戰士 appeared in the area below.{nl}
QUEST_LV_0100_20150317_000340	First， talk to the search scout in the lower bridge of Bulvjes.{nl}This will become a tedious long term war if we miss the 瓦布戰士.
QUEST_LV_0100_20150317_000341	So the 瓦布戰士 was the reason behind the increase of monsters.{nl}Please find out how many 瓦布 Fighters there are.{nl}
QUEST_LV_0100_20150317_000342	Under the circumstances， it makes sense that the monsters are controlled by 瓦布 Fighters.{nl}But deep down， you just don't want to believe it.
QUEST_LV_0100_20150317_000343	Following your report， there are no more 瓦布 Fighters in these woods.{nl}
QUEST_LV_0100_20150317_000344	부베 투사를 처치하도록 하지요.{nl}누데기 벌목지에 수색병을 대기시켜 놓았습니다.
QUEST_LV_0100_20150317_000345	Supply Soldier
QUEST_LV_0100_20150317_000346	We need 蜘蛛 Claws as a part of supplies to be sent to Miners' Village {nl}but we just don't have time to look for them.{nl}What do we do?
QUEST_LV_0100_20150317_000347	Actually， it doesn't make sense for the supply soldier to get the supplies.{nl}It should have come from 克萊佩達.
QUEST_LV_0100_20150317_000348	Thank you.{nl}Unexpected help always feels good.
QUEST_LV_0100_20150317_000349	In fact， everything would have been fine if the 波酷巴 weren't around.{nl}The 波酷巴 were running wild and that's why were weren't able to retrieve all the supplies.
QUEST_LV_0100_20150317_000350	I don't know why they suddenly started to prey on the supplies.{nl}Could something be commanding them?
QUEST_LV_0100_20150317_000351	Thank you.{nl}I envy your ability.
QUEST_LV_0100_20150317_000352	Eastern Woods 探查中的斥侯
QUEST_LV_0100_20150317_000353	Oh， it's you.{nl}I have heard from the 行動事務員.{nl}
QUEST_LV_0100_20150317_000354	A 瓦布戰士 is hiding deep in the Nudegi Felled Area.{nl}We got the orders to kill it， but it may be safer to wait for additional troops.
QUEST_LV_0100_20150317_000355	I'm just a search scout but it was my first time to see a 瓦布戰士 up close.
QUEST_LV_0100_20150317_000356	Awesome. You got rid of it by yourself.{nl}Go ahead and report to Sir 阿拉斯. He'll be very pleased.
QUEST_LV_0100_20150317_000357	You mean you really killed the 瓦布戰士?{nl}Well then， now we can be relieved since the number of monsters will no longer grow.
QUEST_LV_0100_20150317_000358	Of course. As promised， I will grant your access to the Miners' Village.{nl}Please wait.
QUEST_LV_0100_20150317_000359	If you find any clues， let the 行動事務員 in the northern area know about it.
QUEST_LV_0100_20150317_000360	I think the Miners' Village is not in a good situation.{nl}It's too late to move the troops so you go first to support the Miners' Village.
QUEST_LV_0100_20150317_000361	They have low IQ but these monsters build groups and live as a community.{nl}They used to appear only occasionally in the deeper areas of the mines... Could they be expanding their forces?{nl}
QUEST_LV_0100_20150317_000362	Whatever the reason is， 瓦布 expanding their territory is a big problem.{nl}Monsters that lose their territory to 瓦布 will be forced to make their way into our base.
QUEST_LV_0100_20150317_000363	It's a single road from here on so you'll be able to find the people easily.{nl}
QUEST_LV_0100_20150317_000364	Oh， let me give you some helpful information in return for your your help.{nl}The evidence of salvation that the Revelators are looking for can be found in the Closed Area.
QUEST_LV_0100_20150317_000365	One thing， there's something that keeps bothering me.{nl}A vague feeling of something alien.
QUEST_LV_0100_20150317_000366	Miner
QUEST_LV_0100_20150317_000367	Thank you for saving me.{nl}The revelator has come to save us. It's like a dream.{nl}
QUEST_LV_0100_20150317_000368	The Closed Area?{nl}If you insist on getting in， gather the mysterious stones the 瓦布 have.{nl}The walls just open when you touch the crystal clogged wall with it.
QUEST_LV_0100_20150317_000369	我負責收集物資送到 礦工小鎮，但魔物偷走了這一切。{nl}
QUEST_LV_0100_20150317_000370	供應箱含有危險炸藥，收集它們不是一件容易的事。
QUEST_LV_0100_20150317_000371	他們可能還沒走遠。{nl}最好只是在路上爆炸。
QUEST_LV_0100_20150317_000372	Mercenary Lint
QUEST_LV_0100_20150317_000373	Thank you again.{nl}I should return to my commander soon. I think I can return to him after I get some more rest.
QUEST_LV_0100_20150317_000374	I knew you would.{nl}One more thing， the ground near the Closed Area is weak so the entrance has been blocked for a long time.{nl}
