ITEM_20150317_000001	空_頭盔 
ITEM_20150317_000485	Lydia Schaffen是歷史上最偉大的弓手, 一生都在用它追殺惡魔. 因Schaffenstar未公開圖紙使這把弓很難獲得. 
ITEM_20150317_000486	逝(Morto) 
ITEM_20150317_000487	當Evoniphon被菲奧娜 伊娃追捕時扔掉了這把武器, 這把武器才被大眾所知 . 然而許多隻依靠這把武器的愚蠢獵人最終成了祭奠品. 
ITEM_20150317_000488	Empty_weapon_硬頭槌 
ITEM_20150317_000489	粗糙的木錘 
ITEM_20150317_000490	單手鈍器 [打擊] 
ITEM_20150317_000491	易用的簡易武器. 
ITEM_20150317_000492	木錘
ITEM_20150317_000493	即使牧師揮舞一把木質的武器也會變得神聖. 
ITEM_20150317_000494	Dunkel 鐵錘 
ITEM_20150317_000495	女神的懲罰要用這把武器才顯得鄭重. 
ITEM_20150317_000496	低端的 錘 
ITEM_20150317_000497	當你不再是見習牧師時, 這把武器是最低配置. 
ITEM_20150317_000498	晨星 
ITEM_20150317_000499	'懺悔之錘' 的名稱在祭祀間廣為知曉. 
ITEM_20150317_000500	小錘 
ITEM_20150317_000501	經驗豐富的祭司們用錘頭的裝飾物攻擊敵人. 
ITEM_20150317_000502	流星錘
ITEM_20150317_000503	如果你見識過牧師使用這把武器, 你就不會說他們不足以披荊斬棘. 
ITEM_20150317_000504	戰爭之錘(Warpick) 
ITEM_20150317_000505	你說鈍器不能穿透護甲？那你就錯了. 
ITEM_20150317_000506	大錘 
ITEM_20150317_000507	只有不斷訓練的軀體才能適應這把武器的重量. 
ITEM_20150317_000508	戰鬥之錘(Battle) 
ITEM_20150317_000509	自從野獸的出現, 許多錘子進行了改進. 
ITEM_20150317_000510	粗糙的 流星錘 
ITEM_20150317_000511	粗糙的 戰爭之錘(Warpick) 
ITEM_20150317_000512	軍用棒錘 
ITEM_20150317_000513	儘管是官方的牧師用武器, 但探險者們很少使用它們. 
ITEM_20150317_000514	市長的鐵錘 
ITEM_20150317_000515	這把武器更像是一把工具. 
ITEM_20150317_000516	粗糙的 小錘 
ITEM_20150317_000517	恰坎(Chakan) 
ITEM_20150317_000518	初衷是把多個鈍器打造成一把重武器. 
ITEM_20150317_000519	重型的 木錘 
ITEM_20150317_000520	鐵錘 
ITEM_20150317_000521	重型的 鐵錘 
ITEM_20150317_000522	硬頭錘 
ITEM_20150317_000523	重型的 晨星 
ITEM_20150317_000524	重型的 大錘 
ITEM_20150317_000525	重型的 流星錘 
ITEM_20150317_000526	Dunkel 小錘 
ITEM_20150317_000527	Dunkel 戰鬥之錘 
ITEM_20150317_000528	Dunkel 硬頭槌 
ITEM_20150317_000529	Dunkel 晨星 
ITEM_20150317_000530	Dunkel 流星錘 
ITEM_20150317_000531	戰鬥之錘 
ITEM_20150317_000532	費迪南之錘(佩帝米安) 
ITEM_20150317_000533	符文之錘 
ITEM_20150317_000534	釘錘 
ITEM_20150317_000535	融鐵大錘 
ITEM_20150317_000536	戰爭 鐵錘 
ITEM_20150317_000537	熔渣 鐵錘 
ITEM_20150317_000538	五指 鐵錘 
ITEM_20150317_000539	如果你以前感覺聽說過, 那肯定是你的臆想.這把鐵錘是精確數學設計的. 
ITEM_20150317_000540	釘刺 錘 
ITEM_20150317_000541	單手鈍器 [重擊] 
ITEM_20150317_000542	鈍器類武器通常造成衝擊(粉碎)類傷害, 但也有一些例外. 
ITEM_20150317_000543	盾牌 碎裂者 
ITEM_20150317_000544	這種武器的重擊目標是粉碎對方的盔甲和盾牌.你可以自己試試. 
ITEM_20150317_000545	顱骨 破碎者 
ITEM_20150317_000546	雖然很罕見, 但牧師們可以破例發誓保護生命. 當面對手持這種武器的神職者時, 你必須非常虔誠. 
ITEM_20150317_000547	凱米尼斯棒錘 
ITEM_20150317_000548	它是煉金術師製作的最弱武器. 脆弱的鐵錘, 一無是處.. 
ITEM_20150317_000549	馬洛斯古錘 
ITEM_20150317_000550	帝國建立時設計的老款武器, 現在很難獲得它. 
ITEM_20150317_000551	瓦爾塔斯(Valtas) 晨星 
ITEM_20150317_000552	神職者面對惡魔的基礎武器. 
ITEM_20150317_000553	軸心錘 
ITEM_20150317_000554	舊時對朝聖者是很合理的價格, 但自巨植災變好日子一去不復返了. 
ITEM_20150317_000555	臭鼬大槌(Suncus Maul ) 
ITEM_20150317_000556	由僧侶提出的武器設計理念, 現今它被神職人員廣泛使用. 
ITEM_20150317_000557	礦工鐵錘 
ITEM_20150317_000558	適當的改造, 工作工具就能當武器. 沒有必要同時帶著一把武器和一把工具下深井. 
ITEM_20150317_000559	阿拉斯鐵錘(阿拉斯) 
ITEM_20150317_000560	由牧師, 法師, 煉金術師和鐵匠共同打造.這把鐵錘很容易附魔. 
ITEM_20150317_000561	鐵匠之錘 
ITEM_20150317_000562	這把武器完全不在乎持有者的能力和信仰. 
ITEM_20150317_000563	克萊維斯之錘(Klavis) 
ITEM_20150317_000564	不要在意誰使用了它, 你可能是第一位被歷史銘記的人. 
ITEM_20150317_000565	迪奧之錘(Dio) 
ITEM_20150317_000566	多重之錘(Thresh) 
ITEM_20150317_000567	編織者之錘 
ITEM_20150317_000568	卓瑞特之錘 
ITEM_20150317_000569	亞斯頓之錘(Aston) 
ITEM_20150317_000570	女神之錘(Devi) 
ITEM_20150317_000571	初級 錘 
ITEM_20150317_000572	神聖粉碎者(Holy Smasher) 
ITEM_20150317_000573	正因神職人員堅信自己的信仰, 武器的圖紙經常在意外的地方被發現, 真是諷刺啊. 
ITEM_20150317_000574	卡露兒之錘(Kaloo) 
ITEM_20150317_000575	自巨植災變野獸叢生後, 武器的鍛造出現了新的可能性.   
ITEM_20150317_000576	迷蹤(幼龍Tail) 
ITEM_20150317_000577	據說在帝國建立之初就存在的武器.很難置信它的圖紙能保存到現在. 
ITEM_20150317_000578	皇家之錘(Royal) 
ITEM_20150317_000579	這把武器是皇室允許神職人員佩戴的唯一武器. 但巨植災變後這種限制變得毫無意義. 
ITEM_20150317_000580	烏比晨星(瓦布) 
ITEM_20150317_000581	攻擊時有 3% 的概率眩暈 3 秒. 
ITEM_20150317_000582	一些烏比人攜帶的實用武器. 
ITEM_20150317_000583	亡者之錘 
ITEM_20150317_000584	為逝者默哀方可無憂地使用這把武器. 
ITEM_20150317_000585	幻影魔錘 
ITEM_20150317_000586	無論你面對何種野獸, 你都能使用它造成傷痕. 
ITEM_20150317_000587	萬人迷(Stunner) 
ITEM_20150317_000588	一些神職者更傾向於用方法迷惑目標而不是說教. 
ITEM_20150317_000589	瓦利亞(Valia) 
ITEM_20150317_000590	製作過程注入了女神的力量.強大的惡魔承受不了這把武器的光輝. 
ITEM_20150317_000591	劍魚魔杖 
ITEM_20150317_000592	會造成內鉤. 
ITEM_20150317_000593	木質盾 
ITEM_20150317_000594	雖然是木質的, 但也達到了盾牌的最低要求. 
ITEM_20150317_000595	木質小圓盾 
ITEM_20150317_000596	讓人稱奇的是, 圓盾邊緣的鐵質防護是新技術. 歷史學家人物這種趨勢發展於帝國初期階段. 
ITEM_20150317_000597	木質凱特盾 
ITEM_20150317_000598	臨時緊急檢查了盾牌後, 輕裝盾兵大師將它精製為一個全新的, 多用途的盾. 
ITEM_20150317_000599	凱特盾牌 
ITEM_20150317_000600	鐵質的凱特盾牌在喜歡堅固而不是重量的騎兵手裡更強大.  
ITEM_20150317_000601	圓盾 
ITEM_20150317_000602	隨著戰場技術的發展, 盾牌的重量已經是次要考慮因素了.這款盾牌就深受這種理念的影響而設計製造的. 
ITEM_20150317_000603	鋼製凱特盾牌 
ITEM_20150317_000604	目擊了野獸們史無前例的力量後, 為用更強材料製作的凱特盾提供了市場契機. 
ITEM_20150317_000605	鋼製小圓盾 
ITEM_20150317_000606	這款輕量, 多功能和堅固的盾牌是人們普遍的選擇
 ITEM_20150317_000607	機械盾牌 
ITEM_20150317_000608	許多貴族和其實使用這款盾牌, 因為它很容易彈開強力的打擊. 
ITEM_20150317_000609	粗糙的 木質小圓盾 
ITEM_20150317_000610	小的木質圓盾, 非常不符合標準的缺陷裝備, 但有總好過沒有. 
ITEM_20150317_000611	粗糙的 木質凱特盾牌 
ITEM_20150317_000612	傳說第一個發明這種盾牌的人是輕裝盾兵大師. 
ITEM_20150317_000613	Dunkel 木質盾拍 
ITEM_20150317_000614	Dunkel 木質小圓盾 
ITEM_20150317_000615	貝殼盾牌 
ITEM_20150317_000616	皮質盾牌(Pelta) 
ITEM_20150317_000617	費迪南盾牌(佩帝米安) 
ITEM_20150317_000618	凱爾坎盾牌(Kalkan) 
ITEM_20150317_000619	骷髏盾牌 
ITEM_20150317_000620	騎士盾牌 
ITEM_20150317_000621	塔盾 
ITEM_20150317_000622	黑色的 木質盾牌 
ITEM_20150317_000623	成功地增強抗性的著名盾牌. 製造中被灌注了魔法. 
ITEM_20150317_000624	橡木盾牌 
ITEM_20150317_000625	由木材的神奇魔性製造的盾牌. 
ITEM_20150317_000626	野蠻人盾牌 
ITEM_20150317_000627	注入到盾牌的魔力是通過煉金術師製作的而不是女神Gabija的祝福. 
ITEM_20150317_000628	加利亞 凱特盾牌(Jalia) 
ITEM_20150317_000629	過去要用很多資源來鍛造這種盾牌.但如今, 可以很容易地打造出來. 
ITEM_20150317_000630	重型凱特盾牌 
ITEM_20150317_000631	堅實的盾牌能夠保護持盾者抵擋意想不到的危險. 
ITEM_20150317_000632	念珠盾牌 
ITEM_20150317_000633	這種盾牌對抗光屬性攻擊異常出色. 
ITEM_20150317_000634	旋轉盾牌 
ITEM_20150317_000635	據持盾者說, 長時間使用它會變熱. 
ITEM_20150317_000636	迷霧盾牌(Ludas) 
ITEM_20150317_000637	這種增加佩戴者體力的盾牌被人熟知. 
ITEM_20150317_000638	牛頭怪盾牌(Minotaur) 
ITEM_20150317_000639	彌諾陶洛斯(牛頭怪)如何能攜帶這種盾牌仍是個謎. 
ITEM_20150317_000640	迪奧盾牌(Dio) 
ITEM_20150317_000641	多重盾牌(Thresh) 
ITEM_20150317_000642	賽絲托 盾 
ITEM_20150317_000643	卓瑞特盾牌 
ITEM_20150317_000644	亞斯頓盾牌(Aston) 
ITEM_20150317_000645	女神之盾(Devi) 
ITEM_20150317_000646	初級盾牌 
ITEM_20150317_000647	盾墻 
ITEM_20150317_000648	這種盾牌會限制你的移動, 但致命的傷害會被抵消, 不至於造成傷殘. 
ITEM_20150317_000649	堡壘(Fortress) 
ITEM_20150317_000650	出色的盾牌, 但人們更期望它有與眾不同的外貌. 
ITEM_20150317_000651	甲蟲之背(Beetleback) 
ITEM_20150317_000652	這種盾牌的圖紙最近才被發現. 但巨植災變後它不太可能被打造出來了. 
ITEM_20150317_000653	流星(隕石) 
ITEM_20150317_000654	被擊中時有 1% 的概率在5秒內恢復 200 HP 
ITEM_20150317_000655	聖人之牆(Sage Wall) 
ITEM_20150317_000656	有記載說Mayburn去世界探險之前, 在大教堂就用的這種盾牌. 
ITEM_20150317_000657	熾天覆地之盾(Aias) 
ITEM_20150317_000658	傳說Ruklyss從惡魔之王手中奪到圖紙後, 自己鍛造並使用著它. 
ITEM_20150317_000659	皇家盾 
ITEM_20150317_000660	戰鬥中協助你的裝備. {nl}右鍵點擊裝備. 
ITEM_20150317_000661	帝王之盾 
ITEM_20150317_000662	實驗盾 
ITEM_20150317_000663	抗高溫型 傭兵盾牌(Jigglebone) 
ITEM_20150317_000664	抗高溫型(Jigglebone) 西帕爾 
ITEM_20150317_000665	抗高溫型(Jigglebone) 西帕爾 2 
ITEM_20150317_000666	短矛 
ITEM_20150317_000667	單手矛 [刺擊] 
ITEM_20150317_000668	一把基本的, 常見的軍用矛. 
ITEM_20150317_000669	戟 
ITEM_20150317_000670	為高級軍人和指揮官配備的矛. 
ITEM_20150317_000671	翼戟 
ITEM_20150317_000672	期初是為騎兵準備的, 現在已經被軍隊各部廣泛使用. 
ITEM_20150317_000673	貝矛 
ITEM_20150317_000674	戟的升級版本. 
ITEM_20150317_000675	阿斯塔(Asta) 
ITEM_20150317_000676	最近, 越來越多的人表示不喜歡這把矛的外觀. 
ITEM_20150317_000677	長阿斯塔(Asta) 
ITEM_20150317_000678	原阿斯塔的更長版本. 
ITEM_20150317_000679	重型的 短矛 
ITEM_20150317_000680	重型的 戟 
ITEM_20150317_000681	Dunkel 短矛 
ITEM_20150317_000682	Dunkel 戟 
ITEM_20150317_000683	Dunkel 阿斯塔(Asta) 
ITEM_20150317_000684	長貝矛 
ITEM_20150317_000685	柱槍(Alchupiz) 
ITEM_20150317_000686	螺旋柱槍(Gelti Alchupiz) 
ITEM_20150317_000687	翼矛 
ITEM_20150317_000688	破壞之矛 
ITEM_20150317_000689	旋風槍(Langdebeve) 
ITEM_20150317_000690	蝙蝠(Chauve-souris) 
ITEM_20150317_000691	蜥蜴錐槍(Sauroter) 
ITEM_20150317_000692	一把可遠攻可近身的矛, 可以使用盾牌來防禦. 
ITEM_20150317_000693	緣起(Reason) 
ITEM_20150317_000694	蜥蜴錐槍的原型. 如果需要兩端都可使用. 
ITEM_20150317_000695	土著長矛(Assegai) 
ITEM_20150317_000696	比一些其他的矛更重, 但重量的一部分由法術抵消了. 
ITEM_20150317_000697	查米尼斯至矛(Cheminis) 
ITEM_20150317_000698	沒有那把武器是煉金術師不能鍛造的, 但這不意味著會比鐵匠鍛造的更好. 
ITEM_20150317_000699	豪華的貝矛(Grand) 
ITEM_20150317_000700	推薦給想要超越槍技更具進攻威力的人. 
ITEM_20150317_000701	機械矛(Zega) 
ITEM_20150317_000702	自從巨植災變之後, 使用野獸作為替代材料的武器圖紙被發明. 
ITEM_20150317_000703	陀槍(Harl) 
ITEM_20150317_000704	這把矛的魔法能提高你的敏捷. 
ITEM_20150317_000705	這把魔法矛能幫你擊中目標. 
ITEM_20150317_000706	軸心矛
ITEM_20150317_000707	如果你想要一把定制的矛, 那這把矛這是一個不錯的選擇.然而昂貴的價格決定了他的質量. 
ITEM_20150317_000708	費迪南之矛(佩帝米安) 
ITEM_20150317_000709	很長時間帝國的法令都不允許此把矛在費迪南勛爵領土之外銷售. 
ITEM_20150317_000710	卓瑞特之矛 
ITEM_20150317_000711	亞斯頓之矛(Aston) 
ITEM_20150317_000712	女神之矛(Devi) 
ITEM_20150317_000713	初級矛 
ITEM_20150317_000714	秘銀長矛 
ITEM_20150317_000715	它強大的對惡魔威力, 大概來自煉金術師和魔法師的努力, 而非它神聖的屬性. 
ITEM_20150317_000716	格拉斯(Geras) 
ITEM_20150317_000717	人們猜測這把充滿魔力的矛來自元素生物. 
ITEM_20150317_000718	毀滅之矛 
ITEM_20150317_000719	設計穿透目標護甲的強大長矛. 
ITEM_20150317_000720	費爾南斯(Firnas) 
ITEM_20150317_000721	原始圖紙並不是重要問題.重要的是它對猖獗怪物的高效性. 
ITEM_20150317_000722	威龍長槍(Adatag) 
ITEM_20150317_000723	乍看似乎是個危險的武器, 可一旦你嘗試後就會發現它非常安全. 
ITEM_20150317_000724	尾刺(Stinger) 
ITEM_20150317_000725	使用長矛的作戰方式有很多, 如切割, 投擲和刺擊. 而這把武器區別於其他武器的是它的穿刺能力. 
ITEM_20150317_000726	舞動(Brandish) 
ITEM_20150317_000727	喜歡這把槍的人經常說: 
ITEM_20150317_000728	這是一把獨一無二的單手槍. 
ITEM_20150317_000729	長矛 
ITEM_20150317_000730	雙手矛 [刺擊] 
ITEM_20150317_000731	隨著騎兵逐漸退出帝國的歷史, 長矛也變得更短更易操作. 
ITEM_20150317_000732	擁戴者(Partisan) 
ITEM_20150317_000733	最初常用於偏遠地區的王國, 後因內戰現已廣泛生產 
ITEM_20150317_000734	三叉戟 
ITEM_20150317_000735	當攻擊巨獸時會三連擊. 
ITEM_20150317_000736	如果你能熟練操作這三片刀刃, 你就可以打出一系列華麗連續的攻擊. 
ITEM_20150317_000737	皇家 擁戴者(Partisan) 
ITEM_20150317_000738	當擁護者的設計在貴族中流行起來後, 他們開始嘗試不同的樣式. 
ITEM_20150317_000739	圓錐長矛 
ITEM_20150317_000740	雖然現代軍隊騎兵已經淡出舞台, 但他們的武器仍在繼續使用者. 
ITEM_20150317_000741	費迪南長矛(佩帝米安) 
ITEM_20150317_000742	很長時間流傳下來的法令說只有費迪南才有權打造這把武器. 
ITEM_20150317_000743	Dunkel 長矛 
ITEM_20150317_000744	皇家 三叉戟 
ITEM_20150317_000745	戰爭之叉 
ITEM_20150317_000746	皇家 戰爭之叉 
ITEM_20150317_000747	梅迪娜長矛 
ITEM_20150317_000748	有時多領域的合作會得到好結果.這把精良的矛就是聽取了造箭者大師的意見. 
ITEM_20150317_000749	自由 擁戴者(Partisan) 
ITEM_20150317_000750	推薦給喜歡閃避敵人攻擊並迅速敏捷地反擊的人. 
ITEM_20150317_000751	凱米尼斯長矛 
ITEM_20150317_000752	隨著怪獸的復甦, 人們重視了這把煉金術師精心製作的武器. 
ITEM_20150317_000753	吾口 擁戴者(Partisan) 
ITEM_20150317_000754	這把武器的殺敵效果非常好. 
ITEM_20150317_000755	加林 三叉戟(Galin) 
ITEM_20150317_000756	它每次攻擊就像三連擊一樣, 不需要更多地描述 
ITEM_20150317_000757	軸心長槍 
ITEM_20150317_000758	追求個性和時尚總會給自己帶來高額的成本. 
ITEM_20150317_000759	松質圓錐長矛 
ITEM_20150317_000760	推薦對巨型敵人時使用. 
ITEM_20150317_000761	大長矛 
ITEM_20150317_000762	不考慮年齡, 它的樣式令人羡慕. 然而不確定它是否可以承受額外的加強改裝. 
ITEM_20150317_000763	女神長矛(Devi) 
ITEM_20150317_000764	初級長矛 
ITEM_20150317_000765	崔希亞(Traxia) 
ITEM_20150317_000766	這把武器最初不是針對人類天敵的. 
ITEM_20150317_000767	女王荊棘之刺(Biteregina Thorns) 
ITEM_20150317_000768	此劍如同女王一般的威嚴、靈巧, 對著強敵來訪依舊無所畏懼. 
ITEM_20150317_000769	萊德卡(Lydeka) 
ITEM_20150317_000770	儘管Ruklyss的名稱有問題, 但沒人否認他是一名偉大的戰士. 這把矛是他內戰期間私人訂制的偉大武器. 
ITEM_20150317_000771	烈焰長矛 
ITEM_20150317_000772	雖然很不幸, 創造者沒有將Gabija女神的祝福注入給它, 但持有者能夠承受住給長矛帶給敵人的熾熱烈焰.  
ITEM_20150317_000773	海神特裡同(Triton) 
ITEM_20150317_000774	煉金術師精心打造的武器註定有些小瑕疵, 但當與巨型怪獸戰鬥時, 它能打出三倍的威力. 
ITEM_20150317_000775	木質魔杖 
ITEM_20150317_000776	魔杖 [打擊] 
ITEM_20150317_000777	魔杖的製作只是發掘了普通物品中的魔法屬性. 
ITEM_20150317_000778	橡木魔杖 
ITEM_20150317_000779	自巨植災變後, 製作者們說很容易就能找到帶有魔力的木質材料. 
ITEM_20150317_000780	羅卡斯魔杖(羅戈斯) 
ITEM_20150317_000781	這把魔杖以其來自的高原王國產地命名. 
ITEM_20150317_000782	骨質魔杖 
ITEM_20150317_000783	由骨頭製作, 但跟骨頭的品質無關. 
ITEM_20150317_000784	薩滿魔杖 
ITEM_20150317_000785	雖然經常被誤解和恐懼, 但就像'夜'是自然的一個週期, 這把魔杖也是一樣的. 
ITEM_20150317_000786	七夕魔杖(Altaria) 
ITEM_20150317_000787	這把魔杖是Agailla慌亂期無名的邪靈祭司大師打造的. 
ITEM_20150317_000788	古老的魔杖 
ITEM_20150317_000789	先於劍製造的魔杖. 經歷過了遠古時代, 魔杖中的魔力還在不斷增長中. 
ITEM_20150317_000790	佐羅魔杖 
ITEM_20150317_000791	魔杖的起源是不是在惡魔的世界創造的一直存在爭論. 
ITEM_20150317_000792	黑暗魔杖 
ITEM_20150317_000793	能夠使用這把魔杖, 意味著持有者要不接受了強大的心理訓練, 要不就是天生麗質. 
ITEM_20150317_000794	凱米尼斯 魔杖 
